"Season_End_Year","player_name","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Year","market_value_euro"
2020,"Pepe Reina","ESP","GK","36",1982,12,12,1080,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,NA
2020,"Mbwana Samatta","TAN","FW","26",1992,14,11,943,10.5,1,0,1,1,0,0,1,0,6,11,49,0.1,0,0.1,0.1,0.1,2.3,2.3,0.6,2.9,0.22,0.06,0.28,0.22,0.28,2020,NA
2020,"Jed Steer","ENG","GK","26",1992,1,1,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8e+05
2020,"Matt Targett","ENG","DF,MF","23",1995,28,27,2291,25.5,1,2,3,1,0,0,4,0,22,115,81,0.04,0.08,0.12,0.04,0.12,0.4,0.4,2.6,3,0.02,0.1,0.12,0.02,0.12,2020,1.7e+07
2020,"Neil Taylor","WAL","DF","30",1989,14,11,1091,12.1,0,0,0,0,0,0,2,0,7,48,25,0,0,0,0,0,0.2,0.2,0.4,0.6,0.01,0.03,0.05,0.01,0.05,2020,1500000
2020,"Trézéguet","EGY","FW,MF","24",1994,34,20,1950,21.7,6,1,7,6,0,0,4,1,59,37,170,0.28,0.05,0.32,0.28,0.32,4.7,4.7,1,5.8,0.22,0.05,0.27,0.22,0.27,2020,NA
2020,"Indiana Vassilev","USA","FW,MF","18",2001,4,0,51,0.6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06,2020,NA
2020,"Nathan Aké","NED","DF","24",1995,29,29,2503,27.8,2,2,4,2,0,0,2,0,12,81,7,0.07,0.07,0.14,0.07,0.14,3,3,2.2,5.1,0.11,0.08,0.18,0.11,0.18,2020,3.2e+07
2020,"Philip Billing","DEN","MF","23",1996,34,29,2530,28.1,1,1,2,1,0,0,8,0,29,100,59,0.04,0.04,0.07,0.04,0.07,2,2,1.7,3.6,0.07,0.06,0.13,0.07,0.13,2020,NA
2020,"David Brooks","WAL","MF,FW","22",1997,9,8,506,5.6,1,0,1,1,0,0,1,0,4,17,24,0.18,0,0.18,0.18,0.18,0.5,0.5,0.3,0.8,0.08,0.05,0.14,0.08,0.14,2020,NA
2020,"Lewis Cook","ENG","MF,FW","22",1997,27,14,1352,15,0,0,0,0,0,0,5,0,18,80,31,0,0,0,0,0,0.3,0.3,0.5,0.8,0.02,0.03,0.05,0.02,0.05,2020,NA
2020,"Steve Cook","ENG","DF","28",1991,29,28,2428,27,1,0,1,1,0,0,6,1,7,73,5,0.04,0,0.04,0.04,0.04,0.7,0.7,0.5,1.2,0.03,0.02,0.04,0.03,0.04,2020,NA
2020,"Charlie Daniels","ENG","DF","32",1986,2,2,126,1.4,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0.1,0.1,0,0.06,0.06,0,0.06,2020,NA
2020,"Arnaut Danjuma","NED","MF","22",1997,14,6,630,7,0,0,0,0,0,0,0,0,31,21,60,0,0,0,0,0,1.2,1.2,0.2,1.4,0.17,0.03,0.2,0.17,0.2,2020,NA
2020,"Simon Francis","ENG","DF","34",1985,15,10,969,10.8,0,0,0,0,0,0,5,1,5,26,16,0,0,0,0,0,0.1,0.1,0.2,0.4,0.01,0.02,0.03,0.01,0.03,2020,NA
2020,"Ryan Fraser","SCO","MF,FW","25",1994,28,21,2067,23,1,4,5,1,0,0,2,0,99,100,164,0.04,0.17,0.22,0.04,0.22,3.7,3.7,3.9,7.6,0.16,0.17,0.33,0.16,0.33,2020,1e+07
2020,"Dan Gosling","ENG","MF","29",1990,24,14,1264,14,3,1,4,3,0,0,3,0,10,55,36,0.21,0.07,0.28,0.21,0.28,2.9,2.9,1.1,4,0.21,0.08,0.28,0.21,0.28,2020,NA
2020,"Jordon Ibe","ENG","DF","23",1995,2,0,50,0.6,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,NA
2020,"Lloyd Kelly","ENG","DF","20",1998,8,7,639,7.1,0,0,0,0,0,0,2,0,6,9,9,0,0,0,0,0,0,0,0.3,0.3,0,0.04,0.05,0,0.05,2020,NA
2020,"Joshua King","NOR","FW,MF","27",1992,26,24,2011,22.3,6,4,10,3,3,3,0,0,60,46,151,0.27,0.18,0.45,0.13,0.31,6.5,4.1,4.1,8.2,0.29,0.18,0.47,0.18,0.37,2020,8e+06
2020,"Jefferson Lerma","COL","MF","24",1994,33,31,2703,30,1,2,3,1,0,0,13,1,16,137,13,0.03,0.07,0.1,0.03,0.1,1.2,1.2,1.4,2.6,0.04,0.05,0.09,0.04,0.09,2020,NA
2020,"Chris Mepham","WAL","DF","21",1997,12,10,912,10.1,1,0,1,1,0,0,1,0,4,28,3,0.1,0,0.1,0.1,0.1,0.9,0.9,0.1,1,0.09,0.01,0.1,0.09,0.1,2020,NA
2020,"Aaron Ramsdale","ENG","GK","21",1998,37,37,3330,37,0,1,1,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0.7,0.7,0,0.02,0.02,0,0.02,2020,1.2e+07
2020,"Diego Rico","ESP","DF","26",1993,27,27,2332,25.9,0,4,4,0,0,0,6,0,42,145,81,0,0.15,0.15,0,0.15,0.4,0.4,3.2,3.6,0.02,0.12,0.14,0.02,0.14,2020,NA
2020,"Jack Simpson","ENG","DF","22",1996,4,1,241,2.7,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0.1,0.1,0.01,0.02,0.04,0.01,0.04,2020,NA
2020,"Adam Smith","ENG","DF","28",1991,24,24,2055,22.8,0,1,1,0,0,0,7,0,75,93,69,0,0.04,0.04,0,0.04,0.8,0.8,1.1,1.8,0.03,0.05,0.08,0.03,0.08,2020,NA
2020,"Dominic Solanke","ENG","FW","21",1997,32,17,1651,18.3,3,1,4,3,0,0,1,0,35,35,109,0.16,0.05,0.22,0.16,0.22,4.6,4.6,1.2,5.8,0.25,0.07,0.32,0.25,0.32,2020,NA
2020,"Jack Stacey","ENG","DF","23",1996,19,17,1549,17.2,0,2,2,0,0,0,2,0,38,50,57,0,0.12,0.12,0,0.12,0.5,0.5,2.2,2.7,0.03,0.13,0.16,0.03,0.16,2020,NA
2020,"Junior Stanislas","ENG","MF,FW","29",1989,15,7,712,7.9,3,0,3,2,1,1,1,0,30,26,42,0.38,0,0.38,0.25,0.25,2.1,1.4,0.8,2.2,0.27,0.1,0.37,0.17,0.27,2020,NA
2020,"Andrew Surman","ENG","MF","32",1986,5,2,235,2.6,0,0,0,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0.1,0.01,0.02,0.02,0.01,0.02,2020,NA
2020,"Sam Surridge","ENG","FW,MF","21",1998,4,0,27,0.3,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0.5,0.5,0.1,0.6,1.75,0.19,1.94,1.75,1.94,2020,NA
2020,"Mark Travers","IRL","GK","20",1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,NA
2020,"Callum Wilson","ENG","FW","27",1992,35,32,2908,32.3,8,1,9,8,0,0,10,0,45,52,197,0.25,0.03,0.28,0.25,0.28,9.9,9.9,2.8,12.8,0.31,0.09,0.39,0.31,0.39,2020,2.2e+07
2020,"Harry Wilson","WAL","MF,FW","22",1997,31,20,1646,18.3,7,0,7,7,0,0,2,0,29,66,89,0.38,0,0.38,0.38,0.38,4,4,2.4,6.4,0.22,0.13,0.35,0.22,0.35,2020,1.7e+07
2020,"Steven Alzate","COL","MF,DF","20",1998,19,12,1188,13.2,0,0,0,0,0,0,1,0,34,66,92,0,0,0,0,0,1.2,1.2,0.7,2,0.09,0.06,0.15,0.09,0.15,2020,6e+06
2020,"Florin Andone","ROU","FW","26",1993,3,1,73,0.8,1,0,1,1,0,0,0,1,2,0,4,1.23,0,1.23,1.23,1.23,0.4,0.4,0.1,0.4,0.45,0.06,0.51,0.45,0.51,2020,2e+06
2020,"Bernardo","BRA","DF,MF","24",1995,14,7,679,7.5,0,0,0,0,0,0,1,0,22,56,41,0,0,0,0,0,0.5,0.5,1.1,1.6,0.06,0.15,0.21,0.06,0.21,2020,4e+06
2020,"Yves Bissouma","MLI","MF","22",1996,22,15,1259,14,1,0,1,1,0,0,4,0,25,63,16,0.07,0,0.07,0.07,0.07,0.4,0.4,0.2,0.6,0.03,0.01,0.04,0.03,0.04,2020,2.5e+07
2020,"Gaëtan Bong","CMR","DF,MF","31",1988,4,0,59,0.7,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0.2,0.2,0,0.34,0.34,0,0.34,2020,NA
2020,"Dan Burn","ENG","DF","27",1992,34,33,2880,32,0,0,0,0,0,0,5,0,52,135,93,0,0,0,0,0,1.2,1.2,1.3,2.5,0.04,0.04,0.08,0.04,0.08,2020,5e+06
2020,"Aaron Connolly","IRL","FW","19",2000,24,14,1258,14,3,1,4,3,0,0,0,0,21,10,86,0.21,0.07,0.29,0.21,0.29,4,4,0.5,4.5,0.28,0.04,0.32,0.28,0.32,2020,7e+06
2020,"Shane Duffy","IRL","DF","27",1992,19,12,1238,13.8,1,0,1,1,0,0,2,0,4,29,2,0.07,0,0.07,0.07,0.07,1.2,1.2,0.2,1.3,0.09,0.01,0.1,0.09,0.1,2020,5e+06
2020,"Lewis Dunk","ENG","DF","27",1991,36,36,3230,35.9,3,3,6,3,0,0,9,0,18,110,5,0.08,0.08,0.17,0.08,0.17,4.5,4.5,1.5,6,0.13,0.04,0.17,0.13,0.17,2020,2.5e+07
2020,"Pascal Groß","GER","MF,FW","28",1991,29,22,1796,20,2,4,6,2,0,0,4,0,36,135,198,0.1,0.2,0.3,0.1,0.3,1.6,1.6,5.3,6.9,0.08,0.26,0.34,0.08,0.34,2020,7e+06
2020,"Alireza Jahanbakhsh","IRN","FW,MF","25",1993,10,3,311,3.5,2,0,2,2,0,0,0,0,8,12,51,0.58,0,0.58,0.58,0.58,0.6,0.6,0.6,1.2,0.17,0.18,0.35,0.17,0.35,2020,5e+06
2020,"Tariq Lamptey","GHA","DF","18",2000,8,7,588,6.5,0,1,1,0,0,0,2,0,17,15,32,0,0.15,0.15,0,0.15,0.1,0.1,1,1.1,0.01,0.15,0.16,0.01,0.16,2020,1.8e+07
2020,"Jürgen Locadia","NED","FW,MF","25",1993,2,1,86,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0.3,0.3,0,0.3,0.27,0,0.27,0.27,0.27,2020,NA
2020,"Alexis Mac Allister","ARG","MF,FW","20",1998,9,4,352,3.9,0,0,0,0,0,0,0,0,2,6,13,0,0,0,0,0,0.5,0.5,0.3,0.7,0.12,0.07,0.19,0.12,0.19,2020,1e+07
2020,"Solly March","ENG","FW,MF","25",1994,19,11,1143,12.7,0,1,1,0,0,0,2,0,50,55,112,0,0.08,0.08,0,0.08,1.4,1.4,0.9,2.3,0.11,0.07,0.18,0.11,0.18,2020,9e+06
2020,"Neal Maupay","FRA","FW","22",1996,37,30,2766,30.7,10,3,13,9,1,2,3,0,63,66,255,0.33,0.1,0.42,0.29,0.39,13.4,11.8,2.1,13.9,0.44,0.07,0.5,0.38,0.45,2020,2e+07
2020,"Martín Montoya","ESP","DF,MF","28",1991,27,23,1896,21.1,0,1,1,0,0,0,5,0,57,91,117,0,0.05,0.05,0,0.05,1.5,1.5,1.8,3.3,0.07,0.09,0.16,0.07,0.16,2020,NA
2020,"Aaron Mooy","AUS","MF,FW","28",1990,31,25,2085,23.2,2,2,4,2,0,0,3,1,71,158,135,0.09,0.09,0.17,0.09,0.17,2.3,2.3,4.5,6.8,0.1,0.19,0.29,0.1,0.29,2020,NA
2020,"Glenn Murray","ENG","FW","35",1983,23,7,797,8.9,1,1,2,1,0,0,0,0,6,15,66,0.11,0.11,0.23,0.11,0.23,2.4,2.4,0.7,3.1,0.27,0.08,0.35,0.27,0.35,2020,NA
2020,"Davy Pröpper","NED","MF","27",1991,35,32,2829,31.4,1,2,3,1,0,0,4,0,55,265,43,0.03,0.06,0.1,0.03,0.1,1.6,1.6,2.5,4.2,0.05,0.08,0.13,0.05,0.13,2020,8e+06
2020,"Mathew Ryan","AUS","GK","27",1992,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6e+06
2020,"Mathew Ryan","AUS","GK","27",1992,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6e+06
2020,"Ezequiel Schelotto","ITA","DF","30",1989,8,4,361,4,0,0,0,0,0,0,2,0,15,9,40,0,0,0,0,0,0.2,0.2,0,0.2,0.06,0,0.06,0.06,0.06,2020,NA
2020,"Dale Stephens","ENG","MF","30",1989,33,28,2530,28.1,0,1,1,0,0,0,8,0,9,160,14,0,0.04,0.04,0,0.04,0.6,0.6,1.3,1.9,0.02,0.05,0.07,0.02,0.07,2020,2500000
2020,"Dale Stephens","ENG","MF","30",1989,33,28,2530,28.1,0,1,1,0,0,0,8,0,9,160,14,0,0.04,0.04,0,0.04,0.6,0.6,1.3,1.9,0.02,0.05,0.07,0.02,0.07,2020,2500000
2020,"Leandro Trossard","BEL","FW,MF","24",1994,31,22,2011,22.3,5,3,8,5,0,0,0,0,68,95,228,0.22,0.13,0.36,0.22,0.36,5,5,3.9,9,0.23,0.18,0.4,0.23,0.4,2020,1.7e+07
2020,"Adam Webster","ENG","DF","24",1995,31,31,2668,29.6,3,1,4,3,0,0,4,0,29,119,4,0.1,0.03,0.13,0.1,0.13,1.3,1.3,1.3,2.6,0.05,0.04,0.09,0.05,0.09,2020,1.8e+07
2020,"Phil Bardsley","SCO","DF","34",1985,21,21,1890,21,0,1,1,0,0,0,6,0,23,70,27,0,0.05,0.05,0,0.05,0.3,0.3,1.4,1.7,0.02,0.07,0.08,0.02,0.08,2020,3e+05
2020,"Ashley Barnes","ENG","FW","29",1989,19,17,1352,15,6,0,6,5,1,1,4,0,10,18,61,0.4,0,0.4,0.33,0.33,6.2,5.4,0.3,5.7,0.41,0.02,0.43,0.36,0.38,2020,3500000
2020,"Jóhann Berg Guðmundsson","ISL","MF","28",1990,12,6,621,6.9,1,1,2,1,0,0,0,0,18,6,31,0.14,0.14,0.29,0.14,0.29,0.6,0.6,1,1.6,0.09,0.14,0.23,0.09,0.23,2020,NA
2020,"Robbie Brady","IRL","MF","27",1992,17,5,454,5,1,2,3,1,0,0,1,0,5,20,23,0.2,0.4,0.59,0.2,0.59,1.1,1.1,0.4,1.5,0.22,0.07,0.29,0.22,0.29,2020,3e+06
