"Season_End_Year","player_name","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Year","market_value_euro"
2022,"Bryan Mbeumo","CMR","FW","21",1999,35,34,2905,32.3,4,7,11,3,1,1,4,0,81,56,273,0.12,0.22,0.34,0.09,0.31,9.3,8.5,3.7,12.2,0.29,0.11,0.4,0.26,0.38,2022,3.5e+07
2022,"Christian Nørgaard","DEN","MF","27",1994,35,35,3054,33.9,3,4,7,3,0,0,8,0,17,169,31,0.09,0.12,0.21,0.09,0.21,3.8,3.8,3.3,7.1,0.11,0.1,0.21,0.11,0.21,2022,1.6e+07
2022,"Frank Onyeka","NGA","MF","23",1998,20,12,1045,11.6,0,0,0,0,0,0,4,0,18,35,27,0,0,0,0,0,0.8,0.8,0.2,1,0.07,0.02,0.09,0.07,0.09,2022,8e+06
2022,"Ethan Pinnock","JAM","DF","28",1993,32,32,2694,29.9,1,1,2,1,0,0,1,0,11,77,18,0.03,0.03,0.07,0.03,0.07,1.2,1.2,1.2,2.4,0.04,0.04,0.08,0.04,0.08,2022,1.4e+07
2022,"David Raya","ESP","GK","25",1995,24,24,2160,24,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,3e+07
2022,"Mads Roerslev","DEN","DF","22",1999,21,12,1240,13.8,1,1,2,1,0,0,1,0,14,22,54,0.07,0.07,0.15,0.07,0.15,0.4,0.4,0.6,0.9,0.03,0.04,0.07,0.03,0.07,2022,6e+06
2022,"Finley Stevens","WAL","DF","18",2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1,0.1,0,0.33,0.33,0,0.33,2022,NA
2022,"Dominic Thompson","ENG","DF","21",2000,2,2,146,1.6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04,2022,NA
2022,"Ivan Toney","ENG","FW","25",1996,33,32,2909,32.3,12,5,17,7,5,5,8,0,28,83,168,0.37,0.15,0.53,0.22,0.37,11.4,7.4,5.8,13.3,0.35,0.18,0.53,0.23,0.41,2022,3.5e+07
2022,"Yoane Wissa","COD","FW","24",1996,30,12,1284,14.3,7,1,8,7,0,0,0,0,19,29,84,0.49,0.07,0.56,0.49,0.56,3.1,3.1,0.9,4,0.22,0.06,0.28,0.22,0.28,2022,1.8e+07
2022,"Nathan Young-Coombes","ENG","MF","18",2003,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,NA
2022,"Steven Alzate","COL","MF","22",1998,9,5,404,4.5,0,0,0,0,0,0,0,0,3,21,6,0,0,0,0,0,0.1,0.1,0.2,0.2,0.02,0.03,0.05,0.02,0.05,2022,4e+06
2022,"Yves Bissouma","MLI","MF","24",1996,26,25,2111,23.5,1,2,3,1,0,0,10,0,40,92,16,0.04,0.09,0.13,0.04,0.13,0.9,0.9,0.8,1.7,0.04,0.03,0.07,0.04,0.07,2022,1.8e+07
2022,"Dan Burn","ENG","DF","29",1992,13,12,1022,11.4,1,0,1,1,0,0,4,0,9,50,3,0.09,0,0.09,0.09,0.09,1.6,1.5,0.5,2,0.14,0.04,0.18,0.13,0.17,2022,1e+07
2022,"Moisés Caicedo","ECU","MF","19",2001,8,8,660,7.3,1,1,2,1,0,0,2,0,9,22,8,0.14,0.14,0.27,0.14,0.27,0.8,0.8,0.3,1.1,0.11,0.04,0.16,0.11,0.16,2022,7.5e+07
2022,"Aaron Connolly","IRL","FW,MF","21",2000,4,1,156,1.7,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0.4,0.4,0.1,0.5,0.21,0.06,0.26,0.21,0.26,2022,4e+06
2022,"Marc Cucurella","ESP","DF","23",1998,35,35,3089,34.3,1,1,2,1,0,0,6,0,104,191,208,0.03,0.03,0.06,0.03,0.06,0.7,0.7,2.7,3.4,0.02,0.08,0.1,0.02,0.1,2022,3.5e+07
2022,"Shane Duffy","IRL","DF","29",1992,18,15,1436,16,1,0,1,1,0,0,7,0,3,41,3,0.06,0,0.06,0.06,0.06,1,1,0.2,1.2,0.06,0.01,0.07,0.06,0.07,2022,2e+06
2022,"Lewis Dunk","ENG","DF","29",1991,29,29,2573,28.6,1,0,1,1,0,0,3,1,14,83,3,0.03,0,0.03,0.03,0.03,1.3,1.3,0.4,1.8,0.05,0.01,0.06,0.05,0.06,2022,1.6e+07
2022,"Evan Ferguson","IRL","MF","16",2004,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,3e+07
2022,"Pascal Groß","GER","MF,DF","30",1991,29,24,2038,22.6,2,4,6,2,0,1,1,0,39,149,141,0.09,0.18,0.26,0.09,0.26,2.9,2.1,5.5,7.7,0.13,0.24,0.37,0.09,0.34,2022,8e+06
2022,"Adam Lallana","ENG","MF","33",1988,24,18,1561,17.3,0,1,1,0,0,0,4,0,17,76,47,0,0.06,0.06,0,0.06,1.1,1.1,0.9,2,0.06,0.05,0.11,0.06,0.11,2022,1200000
2022,"Tariq Lamptey","GHA","DF,FW","20",2000,30,16,1561,17.3,0,2,2,0,0,0,4,0,81,36,153,0,0.12,0.12,0,0.12,0.8,0.8,2.6,3.4,0.05,0.15,0.2,0.05,0.2,2022,1.2e+07
2022,"Jürgen Locadia","NED","MF,FW","27",1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.61,0,0.61,0.61,0.61,2022,NA
2022,"Alexis Mac Allister","ARG","MF,FW","22",1998,33,22,2123,23.6,5,2,7,3,2,3,4,0,30,137,66,0.21,0.08,0.3,0.13,0.21,6.3,4,1.9,5.9,0.27,0.08,0.35,0.17,0.25,2022,6.5e+07
2022,"Solly March","ENG","DF,FW","27",1994,31,17,1746,19.4,0,2,2,0,0,0,1,0,71,69,148,0,0.1,0.1,0,0.1,1.2,1.2,2.3,3.5,0.06,0.12,0.18,0.06,0.18,2022,2.2e+07
2022,"Neal Maupay","FRA","FW","24",1996,32,25,2276,25.3,8,2,10,7,1,2,7,0,21,48,164,0.32,0.08,0.4,0.28,0.36,8.7,7.1,2.4,9.5,0.34,0.1,0.44,0.28,0.38,2022,1e+07
2022,"Neal Maupay","FRA","FW","24",1996,32,25,2276,25.3,8,2,10,7,1,2,7,0,21,48,164,0.32,0.08,0.4,0.28,0.36,8.7,7.1,2.4,9.5,0.34,0.1,0.44,0.28,0.38,2022,1e+07
2022,"Jakub Moder","POL","MF","22",1999,28,19,1701,18.9,0,3,3,0,0,0,1,0,42,89,102,0,0.16,0.16,0,0.16,2.6,2.6,2.2,4.8,0.14,0.12,0.25,0.14,0.25,2022,1e+07
2022,"Enock Mwepu","ZAM","MF","23",1998,18,12,996,11.1,2,4,6,2,0,0,2,0,22,27,44,0.18,0.36,0.54,0.18,0.54,2.1,2.1,1.6,3.7,0.19,0.14,0.33,0.19,0.33,2022,NA
2022,"Taylor Richards","ENG","MF","20",2000,2,0,25,0.3,0,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09,2022,4e+05
2022,"Robert Sánchez","ESP","GK","23",1997,37,37,3329,37,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.01,0.01,0,0.01,2022,2.2e+07
2022,"Jeremy Sarmiento","ECU","FW,MF","19",2002,5,1,48,0.5,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5e+06
2022,"Jason Steele","ENG","GK","30",1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,4e+06
2022,"Leandro Trossard","BEL","FW,MF","26",1994,34,32,2805,31.2,8,3,11,7,1,1,2,0,97,154,222,0.26,0.1,0.35,0.22,0.32,6.7,5.9,4.8,10.7,0.21,0.15,0.37,0.19,0.34,2022,3.5e+07
2022,"Leandro Trossard","BEL","FW,MF","26",1994,34,32,2805,31.2,8,3,11,7,1,1,2,0,97,154,222,0.26,0.1,0.35,0.22,0.32,6.7,5.9,4.8,10.7,0.21,0.15,0.37,0.19,0.34,2022,3.5e+07
2022,"Joël Veltman","NED","DF","29",1992,34,33,2874,31.9,1,1,2,1,0,0,6,0,25,124,65,0.03,0.03,0.06,0.03,0.06,0.7,0.7,1.6,2.3,0.02,0.05,0.07,0.02,0.07,2022,1e+07
2022,"Adam Webster","ENG","DF","26",1995,22,16,1434,15.9,2,0,2,2,0,0,5,0,19,109,7,0.13,0,0.13,0.13,0.13,0.9,0.9,0,0.9,0.06,0,0.06,0.06,0.06,2022,2.5e+07
