Year,Squad,Age,Poss,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_plus_A,G_minus_PK,PK,PKatt,CrdY,CrdR,PrgC_Progression,PrgP_Progression,Gls_Per_90,Ast_Per_90,G_plus_A_Per_90,G_minus_PK_Per_90,G_plus_A_minus_PK_Per_90,xG_Expected,npxG_Expected,xAG_Expected,npxG_plus_xAG_Expected,xG_Per_90,xAG_Per_90,xG_plus_xAG_Per_90,npxG_Per_90,npxG_plus_xAG_Per_90,Gls_mean,Gls_std,Gls_max,Gls_sum,Ast_mean,Ast_std,Ast_max,Ast_sum,xG_Expected_mean,xG_Expected_std,xG_Expected_max,xG_Expected_sum,xAG_Expected_mean,xAG_Expected_std,xAG_Expected_max,xAG_Expected_sum,market_value_euro_mean,market_value_euro_std,market_value_euro_max,market_value_euro_sum,attack_core_ratio,eng_player_ratio
2021,Manchester City,26.1,63.5,38,418,3420,38,82,55,137,77,5,9,46,2,1096,2051,2.16,1.45,3.61,2.03,3.47,68.2,61.2,45.4,106.6,1.8,1.19,2.99,1.61,2.81,3.45,4.236122854935307,13.0,69.0,2.55,3.235900590497018,12.0,51.0,3.05,3.6275988868961972,11.0,61.0,2.1,2.3673213821354695,8.0,42.0,42515000.0,30368860.00321278,90000000.0,850300000.0,0.0,0.3
2021,Manchester Utd,25.6,55.7,38,418,3420,38,70,51,121,60,10,11,64,1,877,1832,1.84,1.34,3.18,1.58,2.92,60.1,51.4,41.6,93.1,1.58,1.1,2.68,1.35,2.45,2.4814814814814814,4.172901318400115,18.0,67.0,1.8888888888888888,2.8599802760661097,12.0,51.0,2.1555555555555554,3.684200501239493,16.1,58.2,1.5259259259259261,2.4376206230655133,11.4,41.2,22537037.037037037,18526968.869693056,85000000.0,608500000.0,0.037037037037037035,0.3333333333333333
2021,Newcastle Utd,27.1,38.8,38,418,3420,38,44,26,70,38,6,7,65,3,467,903,1.16,0.68,1.84,1.0,1.68,43.4,37.8,29.0,66.8,1.14,0.76,1.91,1.0,1.76,1.72,2.836077102854105,12.0,43.0,1.04,1.42828568570857,5.0,26.0,1.7480000000000002,2.623312155780678,12.4,43.7,1.1520000000000001,1.2767536959022283,3.8,28.8,9232000.0,8273387.053277113,32000000.0,230800000.0,0.04,0.4
2021,Sheffield Utd,26.7,41.7,38,418,3420,38,19,13,32,16,3,4,73,3,491,1196,0.5,0.34,0.84,0.42,0.76,32.6,29.5,24.9,54.4,0.86,0.66,1.52,0.78,1.43,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.1,,0.1,0.1,28000000.0,,28000000.0,28000000.0,0.0,1.0
2021,Southampton,26.6,52.0,38,418,3420,38,47,33,80,42,5,6,52,3,626,1195,1.24,0.87,2.11,1.11,1.97,41.2,36.6,25.8,62.5,1.09,0.68,1.77,0.96,1.64,1.625,2.886437551572948,12.0,39.0,1.1666666666666667,1.9034674690672027,7.0,28.0,1.3916666666666666,2.0032401290141815,8.5,33.4,0.875,1.0759222535351587,3.9,21.0,9475000.0,8593943.772518957,32000000.0,227400000.0,0.08333333333333333,0.5
2021,Tottenham,27.2,51.6,38,418,3420,38,66,50,116,61,5,5,57,2,633,1330,1.74,1.32,3.05,1.61,2.92,53.1,49.2,35.3,84.4,1.4,0.93,2.33,1.29,2.22,1.4736842105263157,5.2638011302842065,23.0,28.0,1.631578947368421,3.2354035694654755,14.0,31.0,1.7947368421052632,4.496600405270448,20.1,34.1,0.9789473684210527,1.6092023377259586,7.1,18.6,18355263.157894738,19270608.699496828,90000000.0,348750000.0,0.05263157894736842,0.3684210526315789
2021,West Brom,26.4,37.9,38,418,3420,38,33,20,53,29,4,4,51,4,441,1027,0.87,0.53,1.39,0.76,1.29,35.8,32.7,24.4,57.1,0.94,0.64,1.59,0.86,1.5,0.6666666666666666,1.1547005383792517,2.0,2.0,0.6666666666666666,1.1547005383792517,2.0,2.0,0.7333333333333334,0.7094598884597587,1.5,2.2,0.8666666666666667,0.8621678104251709,1.8,2.6,15000000.0,8660254.037844386,25000000.0,45000000.0,0.6666666666666666,1.0
2021,West Ham,27.8,43.2,38,418,3420,38,60,46,106,58,2,4,50,3,658,1282,1.58,1.21,2.79,1.53,2.74,55.4,52.1,39.6,91.7,1.46,1.04,2.5,1.37,2.41,2.9473684210526314,3.612842589838003,10.0,56.0,2.4210526315789473,2.673237518517454,8.0,46.0,2.8210526315789473,3.4996156848317597,12.9,53.6,2.0526315789473686,1.9554392575732134,6.5,39.0,15947368.421052631,20294399.01990072,80000000.0,303000000.0,0.05263157894736842,0.42105263157894735
2021,Wolves,26.3,49.3,38,418,3420,38,34,21,55,30,4,4,55,1,800,1283,0.89,0.55,1.45,0.79,1.34,36.5,33.4,24.1,57.6,0.96,0.63,1.6,0.88,1.51,2.1333333333333333,1.7265434778633235,5.0,32.0,1.1333333333333333,1.6417180315870612,6.0,17.0,2.2199999999999998,1.8068125050960404,5.3,33.3,1.3866666666666667,1.6745432923920596,5.4,20.8,16920000.0,11448780.34676932,40000000.0,253800000.0,0.0,0.2
2022,Arsenal,24.4,52.8,38,418,3420,38,60,41,101,55,5,8,67,4,734,1655,1.58,1.08,2.66,1.45,2.53,60.5,55.1,40.2,95.4,1.59,1.06,2.65,1.45,2.51,1.9166666666666667,3.188521078284832,11.0,46.0,1.1666666666666667,1.6594044679962139,7.0,28.0,1.8333333333333333,2.6262333196567593,10.3,44.0,1.4291666666666665,1.8475551804824495,7.5,34.3,24916666.666666668,28285680.30196423,120000000.0,598000000.0,0.08333333333333333,0.4583333333333333
2022,Aston Villa,26.1,46.5,38,418,3420,38,50,42,92,47,3,3,81,2,653,1300,1.32,1.11,2.42,1.24,2.34,44.0,42.0,34.8,76.8,1.16,0.92,2.08,1.1,2.02,1.7333333333333334,2.8031181324317775,11.0,52.0,1.3666666666666667,1.8473342085721576,6.0,41.0,1.6,2.699297482040785,11.6,48.0,1.1366666666666667,1.322610619409474,5.3,34.1,14976666.666666666,12030039.508443546,42000000.0,449300000.0,0.03333333333333333,0.6
2022,Brentford,25.4,44.8,38,418,3420,38,46,33,79,40,6,6,65,3,450,1189,1.21,0.87,2.08,1.05,1.92,45.8,41.1,33.0,74.1,1.21,0.87,2.07,1.08,1.95,2.142857142857143,2.9203717962909157,12.0,45.0,1.4761904761904763,1.9904534061124772,7.0,31.0,2.2095238095238097,2.9810912032181713,11.4,46.4,1.5666666666666667,1.5337318322749036,5.8,32.9,14638095.238095239,11181121.41918136,35000000.0,307400000.0,0.09523809523809523,0.19047619047619047
2022,Brighton,26.2,54.4,38,418,3420,38,40,30,70,36,4,7,72,2,676,1547,1.05,0.79,1.84,0.95,1.74,46.2,40.7,32.3,72.9,1.21,0.85,2.06,1.07,1.92,2.0,2.935197542821371,8.0,54.0,1.1851851851851851,1.2101187811068235,4.0,32.0,2.274074074074074,2.858131798731013,8.7,61.4,1.4296296296296296,1.6030775245937263,5.5,38.6,17985185.185185187,18397318.025769696,75000000.0,485600000.0,0.0,0.3333333333333333
2022,Burnley,28.5,40.2,38,418,3420,38,32,26,58,31,1,2,68,2,388,972,0.84,0.68,1.53,0.82,1.5,39.7,38.1,31.2,69.3,1.05,0.82,1.87,1.0,1.82,2.25,2.41679727964699,9.0,27.0,0.5833333333333334,0.9962049198956219,3.0,7.0,2.891666666666667,1.9345933720426922,6.7,34.7,1.1916666666666667,1.195794398056891,4.6,14.3,11533333.333333334,7134720.907242443,22000000.0,138400000.0,0.08333333333333333,0.3333333333333333
2022,Chelsea,27.4,61.8,38,418,3420,38,75,52,127,67,8,9,63,1,894,1967,1.97,1.37,3.34,1.76,3.13,63.4,56.6,44.9,101.5,1.67,1.18,2.85,1.49,2.67,3.6875,3.1563428204173265,11.0,59.0,2.6875,2.891798748184251,10.0,43.0,3.04375,2.798801826972868,8.7,48.7,2.13125,1.9171919570037843,6.7,34.1,26000000.0,18772320.048411705,65000000.0,416000000.0,0.0,0.375
2022,Crystal Palace,27.1,51.1,38,418,3420,38,50,31,81,44,6,8,69,1,592,1229,1.32,0.82,2.13,1.16,1.97,46.4,40.1,31.0,71.1,1.22,0.82,2.04,1.06,1.87,2.090909090909091,3.5174272376688007,14.0,46.0,1.3636363636363635,1.3988244910316505,5.0,30.0,1.9,2.7326944665694053,9.5,41.8,1.3318181818181818,1.3663947570283748,5.1,29.3,12390909.090909092,14112504.050053291,40000000.0,272600000.0,0.045454545454545456,0.5
2022,Everton,26.7,40.0,38,418,3420,38,42,29,71,36,6,7,82,6,512,1100,1.11,0.76,1.87,0.95,1.71,41.2,35.8,28.5,64.3,1.09,0.75,1.83,0.94,1.69,1.6785714285714286,2.2779713429175175,10.0,47.0,1.2142857142857142,1.5240575195022408,5.0,34.0,1.6785714285714286,2.100503844823047,9.2,47.0,1.2428571428571427,1.3245344594956878,3.8,34.8,14596428.57142857,11604420.682010772,48000000.0,408700000.0,0.03571428571428571,0.4642857142857143
2022,Leeds United,26.1,52.3,38,418,3420,38,42,26,68,37,5,5,101,3,671,1483,1.11,0.68,1.79,0.97,1.66,44.4,40.4,31.3,71.8,1.17,0.82,1.99,1.06,1.89,1.3461538461538463,2.096517258546806,8.0,35.0,1.0384615384615385,1.1825656592602114,4.0,27.0,1.6153846153846154,1.8524993511885088,6.1,42.0,1.0576923076923077,1.120418877714251,3.2,27.5,9530769.23076923,7794088.489657748,32000000.0,247800000.0,0.038461538461538464,0.38461538461538464
2022,Leicester City,26.5,52.0,38,418,3420,38,62,46,108,60,2,2,55,1,622,1356,1.63,1.21,2.84,1.58,2.79,47.8,46.2,34.2,80.4,1.26,0.9,2.16,1.22,2.12,2.074074074074074,3.802083699215531,15.0,56.0,1.6666666666666667,2.57203899958469,10.0,45.0,1.6592592592592594,2.68575433598763,10.8,44.800000000000004,1.2111111111111112,1.5031590665951422,5.1,32.7,17042592.592592593,17237106.127054147,60000000.0,460150000.0,0.07407407407407407,0.4074074074074074
2022,Liverpool,27.7,62.7,38,418,3420,38,94,71,165,87,7,8,50,1,885,2243,2.47,1.87,4.34,2.29,4.16,88.7,82.7,63.5,146.2,2.33,1.67,4.0,2.18,3.85,3.4285714285714284,5.581858369498715,23.0,72.0,3.1904761904761907,3.8680621455587767,13.0,67.0,3.314285714285714,5.647502608612564,22.7,69.6,2.6523809523809527,3.2064963819750436,12.0,55.7,30071428.57142857,20697998.522976633,75000000.0,631500000.0,0.09523809523809523,0.3333333333333333
2022,Manchester City,27.0,67.9,38,418,3420,38,96,63,159,89,7,9,42,1,1145,2421,2.53,1.66,4.18,2.34,4.0,88.7,81.4,65.5,146.9,2.33,1.72,4.06,2.14,3.87,4.6,4.860149445395578,15.0,92.0,3.05,2.781044862334261,8.0,61.0,4.335,4.276160968857341,14.0,86.7,3.255,2.9888344850371635,10.4,65.1,47525000.0,30853420.436502315,110000000.0,950500000.0,0.0,0.35
2022,Manchester Utd,27.2,52.7,38,418,3420,38,56,46,102,53,3,5,77,2,784,1568,1.47,1.21,2.68,1.39,2.61,55.8,51.9,42.5,94.3,1.47,1.12,2.59,1.36,2.48,2.28,3.984553509073089,18.0,57.0,1.4,1.7795130420052183,6.0,35.0,2.34,3.9983329859663597,17.7,58.5,1.52,2.0269023985711137,9.0,38.0,23940000.0,19631140.228388842,80000000.0,598500000.0,0.04,0.32
2022,Newcastle Utd,27.5,40.4,38,418,3420,38,41,23,64,38,3,3,81,2,544,923,1.08,0.61,1.68,1.0,1.61,38.1,35.9,25.8,61.7,1.0,0.68,1.68,0.94,1.62,1.5588235294117647,1.7954686477029156,8.0,53.0,0.7352941176470589,1.1094312910952706,5.0,25.0,1.5705882352941176,1.6685194692455154,6.2,53.4,0.9058823529411765,0.9257073221843992,4.3,30.8,12155882.352941176,15008405.547447363,70000000.0,413300000.0,0.0,0.4117647058823529
2022,Norwich City,26.2,42.9,38,418,3420,38,21,16,37,18,3,3,57,1,566,1031,0.55,0.42,0.97,0.47,0.89,32.3,30.0,24.3,54.3,0.85,0.64,1.49,0.79,1.43,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.6666666666666666,0.40414518843273806,0.9,2.0,1.5666666666666664,0.28867513459481287,1.9,4.699999999999999,10333333.333333334,2886751.345948129,12000000.0,31000000.0,0.6666666666666666,0.3333333333333333
2022,Southampton,25.7,47.7,38,418,3420,38,41,26,67,37,4,4,65,2,728,1326,1.08,0.68,1.76,0.97,1.66,44.8,41.6,32.5,74.1,1.18,0.85,2.03,1.1,1.95,1.565217391304348,2.5374662909811456,10.0,36.0,0.9565217391304348,1.521908516829063,5.0,22.0,1.665217391304348,1.9087379685046,5.9,38.300000000000004,1.191304347826087,1.5770839152972578,6.5,27.4,10297826.086956521,9729693.051554624,38000000.0,236850000.0,0.043478260869565216,0.43478260869565216
2022,Tottenham,26.5,51.8,38,418,3420,38,63,50,113,58,5,5,69,1,791,1459,1.66,1.32,2.97,1.53,2.84,61.2,57.3,47.0,104.4,1.61,1.24,2.85,1.51,2.75,2.0,4.211096452627668,17.0,32.0,2.1875,3.081531004765867,9.0,35.0,2.34375,4.442517116830652,18.6,37.5,1.9375,2.3756753425780497,9.1,31.0,23125000.0,24437334.824676223,90000000.0,370000000.0,0.0625,0.4375
2022,Watford,28.4,40.7,38,418,3420,38,33,26,59,32,1,2,63,3,557,1070,0.87,0.68,1.55,0.84,1.53,40.0,38.4,32.5,70.9,1.05,0.86,1.91,1.01,1.87,10.0,,10.0,10.0,6.0,,6.0,6.0,7.3,,7.3,7.3,4.1,,4.1,4.1,8000000.0,,8000000.0,8000000.0,1.0,0.0
2022,West Ham,28.2,47.9,38,418,3420,38,58,46,104,54,4,6,52,3,646,1449,1.53,1.21,2.74,1.42,2.63,51.4,46.8,37.4,84.2,1.35,0.99,2.34,1.23,2.22,2.7142857142857144,3.5797046965197716,12.0,57.0,2.238095238095238,2.8619008002508037,10.0,47.0,2.665,3.4674842996646795,11.9,53.3,1.875,2.1437485614541743,6.3,37.5,15133333.333333334,20629550.00317102,90000000.0,317800000.0,0.09523809523809523,0.38095238095238093
2022,Wolves,27.3,49.5,38,418,3420,38,35,22,57,34,1,1,62,2,723,1283,0.92,0.58,1.5,0.89,1.47,37.5,36.8,26.4,63.2,0.99,0.69,1.68,0.97,1.66,1.4,1.8180382718454353,6.0,28.0,1.0,1.2565617248750864,4.0,20.0,1.3900000000000001,1.54064238140083,6.1,27.8,1.05,1.2167688012886728,3.9,21.0,14350000.0,13237804.71544321,40000000.0,287000000.0,0.05,0.25
2023,Arsenal,24.7,59.3,38,418,3420,38,84,64,148,81,3,4,51,0,824,2049,2.21,1.68,3.89,2.13,3.82,71.9,69.1,53.8,122.9,1.89,1.41,3.31,1.82,3.23,2.4285714285714284,4.202543951153356,15.0,68.0,1.8571428571428572,3.0757629070390746,11.0,52.0,2.157142857142857,3.824524039273923,14.0,60.4,1.4214285714285713,2.307533097207707,8.5,39.8,30517857.14285714,32950996.765358824,140000000.0,854500000.0,0.10714285714285714,0.32142857142857145
2023,Aston Villa,27.0,49.3,38,418,3420,38,49,35,84,46,3,4,80,1,637,1242,1.29,0.92,2.21,1.21,2.13,50.2,47.2,38.8,86.0,1.32,1.02,2.34,1.24,2.26,1.84,3.3995097685793856,15.0,46.0,1.4,2.1984843263788196,7.0,35.0,1.94,3.4696301435935983,16.5,48.5,1.3880000000000001,1.6197530676001202,5.1,34.7,20940000.0,18424010.602110133,70000000.0,523500000.0,0.04,0.4
2023,Bournemouth,26.3,40.4,38,418,3420,38,37,24,61,37,0,0,68,0,504,1006,0.97,0.63,1.61,0.97,1.61,38.6,38.6,28.5,67.1,1.02,0.75,1.76,1.02,1.76,1.6666666666666667,2.330951164939612,7.0,35.0,1.0952380952380953,1.7579750255553093,7.0,23.0,1.7476190476190478,2.320047208058286,9.1,36.7,1.1857142857142857,1.2701518469402446,3.9,24.9,11023809.523809524,10245091.740043363,40000000.0,231500000.0,0.047619047619047616,0.38095238095238093
2023,Brentford,26.2,43.8,38,418,3420,38,56,36,92,49,7,8,57,1,392,1131,1.47,0.95,2.42,1.29,2.24,56.8,50.6,38.7,89.2,1.49,1.02,2.51,1.33,2.35,2.75,4.85446078093996,20.0,55.0,1.8,2.1423056934551905,8.0,36.0,2.85,4.381119779955324,18.7,57.0,1.935,1.9451085749698016,7.6,38.7,18875000.0,13038278.664237691,50000000.0,377500000.0,0.05,0.25
2023,Brighton,26.3,60.2,38,418,3420,38,68,46,114,62,6,6,58,0,809,1849,1.79,1.21,3.0,1.63,2.84,73.3,68.9,52.2,121.2,1.93,1.37,3.3,1.81,3.19,2.3076923076923075,3.2956848243632857,10.0,60.0,2.0384615384615383,2.734677593147232,10.0,53.0,2.6423076923076922,3.376053681673095,12.1,68.7,2.1,2.961486113423462,10.9,54.6,21803846.153846152,21685248.08747607,75000000.0,566900000.0,0.0,0.34615384615384615
2023,Chelsea,26.3,58.7,38,418,3420,38,37,27,64,34,3,3,81,3,829,1737,0.97,0.71,1.68,0.89,1.61,49.5,47.2,38.6,85.8,1.3,1.02,2.32,1.24,2.26,1.3181818181818181,1.9367710889731524,7.0,29.0,0.7727272727272727,0.9725674505593151,3.0,17.0,1.6545454545454545,2.562128444185061,11.6,36.4,1.2545454545454546,1.400927336658616,4.6,27.6,27500000.0,18314059.132392302,75000000.0,605000000.0,0.09090909090909091,0.4090909090909091
2023,Crystal Palace,26.7,46.3,38,418,3420,38,38,29,67,37,1,3,82,3,556,1243,1.0,0.76,1.76,0.97,1.74,39.3,36.8,29.0,65.8,1.03,0.76,1.8,0.97,1.73,1.2916666666666667,2.31214499821132,10.0,31.0,1.125,2.419351332395776,11.0,27.0,1.3875,1.8166650046528765,7.3,33.3,1.1125,1.945186366392691,8.7,26.7,16641666.666666666,16172706.924796551,55000000.0,399400000.0,0.041666666666666664,0.375
2023,Everton,26.6,42.8,38,418,3420,38,32,24,56,29,3,3,81,2,500,1052,0.84,0.63,1.47,0.76,1.39,45.2,42.8,32.4,75.1,1.19,0.85,2.04,1.13,1.98,1.2727272727272727,1.7776875878998426,7.0,28.0,1.2727272727272727,2.0512903762734833,7.0,28.0,2.059090909090909,1.650586934831737,5.8,45.3,1.5681818181818181,1.995563260654176,6.1,34.5,19750000.0,17052963.713928774,60000000.0,434500000.0,0.045454545454545456,0.5909090909090909
2023,Fulham,28.2,48.8,38,418,3420,38,52,33,85,47,5,9,80,1,662,1326,1.37,0.87,2.24,1.24,2.11,46.2,39.1,28.5,67.7,1.22,0.75,1.97,1.03,1.78,2.0,3.1333978072025603,14.0,46.0,1.2173913043478262,1.9530051840719362,6.0,28.0,1.7826086956521738,3.341563620646783,14.9,41.0,1.0782608695652174,1.5282064715747168,5.2,24.8,12039130.43478261,12709364.447683118,55000000.0,276900000.0,0.043478260869565216,0.13043478260869565
2023,Leeds United,25.3,47.0,38,418,3420,38,45,31,76,44,1,3,89,3,555,1429,1.18,0.82,2.0,1.16,1.97,47.4,45.0,31.9,76.9,1.25,0.84,2.09,1.18,2.02,3.3333333333333335,2.886751345948129,5.0,10.0,2.3333333333333335,4.041451884327381,7.0,7.0,2.8333333333333335,2.419366308216541,4.7,8.5,2.3000000000000003,2.475883680627989,5.1,6.9,16666666.666666666,1527525.2316519467,18000000.0,50000000.0,0.6666666666666666,0.3333333333333333
2023,Leicester City,26.1,47.7,38,418,3420,38,49,36,85,46,3,6,63,2,580,1304,1.29,0.95,2.24,1.21,2.16,50.6,45.8,38.5,84.2,1.33,1.01,2.34,1.2,2.22,3.625,5.040904113917888,13.0,29.0,1.875,3.090885217631258,9.0,15.0,2.925,3.74347050590377,8.9,23.4,2.5625,3.2275322284547814,9.3,20.5,25625000.0,20962125.71009234,70000000.0,205000000.0,0.25,0.375
2023,Liverpool,27.4,60.8,38,418,3420,38,71,58,129,69,2,4,57,1,719,1992,1.87,1.53,3.39,1.82,3.34,72.6,69.5,56.7,126.1,1.91,1.49,3.4,1.83,3.32,3.0,4.772607021092118,19.0,57.0,2.4210526315789473,3.485139714618247,12.0,46.0,3.2789473684210524,5.390071010392722,21.7,62.3,2.431578947368421,3.1406037338170343,11.5,46.2,34315789.473684214,23101353.090671614,75000000.0,652000000.0,0.05263157894736842,0.3157894736842105
2023,Manchester City,27.2,64.7,38,418,3420,38,92,69,161,83,9,10,44,1,987,2073,2.42,1.82,4.24,2.18,4.0,78.7,71.1,57.6,128.7,2.07,1.52,3.59,1.87,3.39,3.238095238095238,8.049253144887183,36.0,68.0,2.619047619047619,4.067876478903834,16.0,55.0,2.9047619047619047,6.137220559054089,28.4,61.0,2.1952380952380954,3.323774389226228,13.7,46.1,56047619.047619045,46556928.79741553,180000000.0,1177000000.0,0.047619047619047616,0.42857142857142855
2023,Manchester Utd,26.9,53.7,38,418,3420,38,56,42,98,53,3,3,78,2,711,1595,1.47,1.11,2.58,1.39,2.5,67.7,65.3,52.2,117.5,1.78,1.37,3.15,1.72,3.09,2.5238095238095237,4.106324970323801,17.0,53.0,1.8095238095238095,2.4823184247603614,8.0,38.0,2.980952380952381,3.8484567098538407,15.4,62.6,2.242857142857143,3.65931297220823,16.7,47.1,28000000.0,17598295.371995553,70000000.0,588000000.0,0.047619047619047616,0.2857142857142857
2023,Newcastle Utd,27.3,52.3,38,418,3420,38,64,42,106,58,6,6,61,1,694,1618,1.68,1.11,2.79,1.53,2.63,72.0,67.4,51.9,119.3,1.89,1.37,3.26,1.77,3.14,2.4814814814814814,4.273085449562092,18.0,67.0,1.3703703703703705,2.15099526423947,7.0,37.0,2.859259259259259,3.9343907024379514,17.5,77.2,1.8111111111111111,2.6382297872354505,12.4,48.9,21955555.555555556,23605317.7407343,85000000.0,592800000.0,0.037037037037037035,0.4444444444444444
2023,Nott'ham Forest,26.5,37.6,38,418,3420,38,36,22,58,33,3,6,84,0,435,859,0.95,0.58,1.53,0.87,1.45,39.3,34.6,26.3,61.0,1.03,0.69,1.73,0.91,1.6,1.875,2.8939592256975564,10.0,45.0,1.0,1.7937088125857628,8.0,24.0,1.883333333333333,2.6663224415510665,8.6,45.199999999999996,1.125,1.7245667382802585,8.2,27.0,15214583.333333334,15194088.375350822,48000000.0,365150000.0,0.041666666666666664,0.3333333333333333
2023,Southampton,24.7,44.5,38,418,3420,38,36,25,61,34,2,4,73,0,588,1125,0.95,0.66,1.61,0.89,1.55,37.7,34.5,28.2,62.7,0.99,0.74,1.73,0.91,1.65,3.3333333333333335,4.932882862316247,9.0,10.0,1.3333333333333333,2.3094010767585034,4.0,4.0,2.0333333333333337,3.181718613160714,5.7,6.1000000000000005,2.2666666666666666,3.4195516275285764,6.2,6.8,23333333.333333332,16072751.268321592,35000000.0,70000000.0,0.3333333333333333,0.6666666666666666
2023,Tottenham,27.6,50.0,38,418,3420,38,68,46,114,63,5,6,77,3,692,1449,1.79,1.21,3.0,1.66,2.87,57.1,52.4,43.1,95.5,1.5,1.13,2.64,1.38,2.51,1.0952380952380953,1.300183137283433,5.0,23.0,1.5238095238095237,2.2275333357561142,8.0,32.0,1.1333333333333333,0.9891073416638526,3.3,23.8,1.2523809523809524,1.6262284733760652,6.1,26.3,20723809.523809522,18756489.670562156,60000000.0,435200000.0,0.047619047619047616,0.23809523809523808
2023,West Ham,28.2,42.1,38,418,3420,38,41,25,66,35,6,8,44,0,614,1274,1.08,0.66,1.74,0.92,1.58,49.2,43.7,32.7,76.4,1.29,0.86,2.15,1.15,2.01,1.8695652173913044,2.2422461916992353,6.0,43.0,1.0869565217391304,1.44326156762008,5.0,25.0,2.3,2.580169127648947,8.9,52.9,1.4260869565217391,1.8589384535032472,7.4,32.8,19178260.86956522,27516952.73367012,120000000.0,441100000.0,0.0,0.43478260869565216
2023,Wolves,26.7,49.9,38,418,3420,38,28,12,40,25,3,3,85,6,610,1343,0.74,0.32,1.05,0.66,0.97,36.8,34.5,25.4,59.9,0.97,0.67,1.64,0.91,1.58,0.6086956521739131,1.1575495447783652,5.0,14.0,0.6956521739130435,1.6633695978261513,8.0,16.0,1.126086956521739,1.4248500371823338,6.0,25.9,1.0869565217391304,1.838552876542281,8.2,25.0,19039130.43478261,18606663.985358354,55000000.0,437900000.0,0.043478260869565216,0.21739130434782608
2024,Arsenal,25.0,58.2,38,418,3420,38,86,62,148,76,10,10,64,2,821,2106,2.26,1.63,3.89,2.0,3.63,76.1,68.5,55.3,123.8,2.0,1.46,3.46,1.8,3.26,3.6,4.573474244670748,16.0,90.0,2.48,3.070287717245188,10.0,62.0,3.2560000000000002,4.13814370622062,15.5,81.4,2.228,2.9687988592470633,10.5,55.7,43800000.0,35901485.57743352,150000000.0,1095000000.0,0.0,0.44
2024,Aston Villa,26.9,53.1,38,418,3420,38,72,55,127,68,4,4,94,2,775,1451,1.89,1.45,3.34,1.79,3.24,63.3,60.3,48.6,108.9,1.67,1.28,2.95,1.59,2.87,2.761904761904762,4.504495109385312,19.0,58.0,1.9523809523809523,3.4565328072533967,13.0,41.0,2.5,3.8036824262811426,16.8,52.5,1.8190476190476188,2.560003720235392,9.2,38.199999999999996,22047619.04761905,15265078.416032428,55000000.0,463000000.0,0.047619047619047616,0.42857142857142855
2024,Bournemouth,25.7,44.4,38,418,3420,38,52,39,91,50,2,3,79,3,709,1314,1.37,1.03,2.39,1.32,2.34,55.9,53.6,40.5,94.0,1.47,1.06,2.54,1.41,2.47,2.0,4.153311931459037,19.0,50.0,1.56,1.5022205785658331,5.0,39.0,2.168,4.00767180958388,19.6,54.2,1.604,1.6308177907622503,5.4,40.1,15356000.0,13165479.798827436,45000000.0,383900000.0,0.04,0.4
2024,Brentford,26.6,45.2,38,418,3420,38,54,38,92,51,3,3,89,2,505,1283,1.42,1.0,2.42,1.34,2.34,58.2,56.0,42.7,98.8,1.53,1.12,2.66,1.47,2.6,2.0434782608695654,3.0671019912135185,12.0,47.0,1.5217391304347827,1.5629100252527568,6.0,35.0,2.2956521739130435,2.990663997550554,10.6,52.8,1.7434782608695654,1.462819844421452,4.8,40.1,15156521.739130436,12772015.790460745,55000000.0,348600000.0,0.043478260869565216,0.21739130434782608
2024,Brighton,25.9,59.8,38,418,3420,38,50,36,86,45,5,6,90,3,864,1780,1.32,0.95,2.26,1.18,2.13,56.8,52.2,41.6,93.8,1.49,1.09,2.59,1.37,2.47,2.107142857142857,2.858894965415908,9.0,59.0,1.0714285714285714,1.2149857925879117,4.0,30.0,2.3392857142857144,3.12544388381866,11.9,65.5,1.3392857142857142,1.2172644758772861,3.8,37.5,18905357.14285714,14959044.94924896,50000000.0,529350000.0,0.0,0.32142857142857145
2024,Burnley,24.5,47.4,38,418,3420,38,40,30,70,37,3,3,77,7,727,1181,1.05,0.79,1.84,0.97,1.76,40.6,38.3,29.7,68.0,1.07,0.78,1.85,1.01,1.79,2.4,1.3416407864998738,4.0,12.0,2.0,1.224744871391589,4.0,10.0,2.02,1.7195929750961416,4.5,10.1,2.1399999999999997,0.779743547584717,3.3,10.7,13440000.0,9469318.877300521,25000000.0,67200000.0,0.6,0.2
2024,Chelsea,24.2,58.6,38,418,3420,38,76,51,127,65,11,12,109,4,873,1615,2.0,1.34,3.34,1.71,3.05,74.5,65.1,51.4,116.5,1.96,1.35,3.31,1.71,3.06,2.3214285714285716,4.906938182618803,22.0,65.0,1.5357142857142858,2.4567690745599773,11.0,43.0,2.5035714285714286,4.788681264603884,18.6,70.1,1.6035714285714284,2.369166464275935,11.1,44.9,36142857.14285714,30373860.942781523,120000000.0,1012000000.0,0.07142857142857142,0.39285714285714285
